log(E/eV)	z/pc	t/yr	Synchr	IC	IC - IR	SSC
2.8276	13.8489	1.24732	42.3312	36.3747	37.527	35.8659
3.62071	13.8489	1.24732	42.347	36.9893	37.9529	36.2371
4.41381	13.8489	1.24732	42.3449	37.498	38.3762	36.5959
5.20691	13.8489	1.24732	42.319	37.959	38.7743	36.872
6.00002	13.8489	1.24732	42.2607	38.3775	39.0654	37.1963
6.79312	13.8489	1.24732	42.1856	38.7761	39.3996	37.4621
7.58622	13.8489	1.24732	42.0586	39.1038	39.5782	37.7028
8.37933	13.8489	1.24732	41.8105	39.4548	39.7486	37.9058
9.17243	13.8489	1.24732	41.3507	39.681	39.8713	38.0748
9.96553	13.8489	1.24732	40.4928	39.7911	39.9894	38.1823
10.7586	13.8489	1.24732	38.6262	39.7876	39.9507	38.1933
11.5517	13.8489	1.24732	35.0648	39.6905	39.9793	38.0809
12.3448	13.8489	1.24732	30.0438	39.2982	39.9066	37.9088
13.1379	13.8489	1.24732	2.95649	38.1003	39.6961	37.5946
13.9311	13.8489	1.24732	-170.77	36.3604	39.2407	37.1921
14.7242	13.8489	1.24732	0	34.4521	38.1405	36.4352
15.5173	13.8489	1.24732	0	31.6954	35.6348	34.7447
16.3104	13.8489	1.24732	0	23.7682	27.796	27.764
17.1035	13.8489	1.24732	0	0	0	0
17.8966	13.8489	1.24732	0	0	0	0
-5.09453	14.1747	1.21646	40.0303	0	0	0
-4.30143	14.1747	1.21646	40.4419	0	0	29.9795
-3.50832	14.1747	1.21646	40.8257	0	0	31.2383
-2.71522	14.1747	1.21646	41.1787	0	29.0495	32.1061
-1.92212	14.1747	1.21646	41.4878	0	31.8342	32.8233
-1.12901	14.1747	1.21646	41.7444	0	33.8319	33.4406
-0.33591	14.1747	1.21646	41.9577	30.2676	35.0948	33.9929
0.457194	14.1747	1.21646	42.1187	32.7162	35.9082	34.4924
1.2503	14.1747	1.21646	42.2186	34.5084	36.5421	34.961
2.0434	14.1747	1.21646	42.2774	35.6431	37.0881	35.3958
2.8365	14.1747	1.21646	42.3108	36.392	37.5378	35.8042
3.62961	14.1747	1.21646	42.3262	37.0036	37.9627	36.1743
4.42271	14.1747	1.21646	42.3236	37.5107	38.3847	36.5321
5.21581	14.1747	1.21646	42.2971	37.9707	38.7821	36.807
6.00892	14.1747	1.21646	42.2381	38.3883	39.0711	37.1303
6.80202	14.1747	1.21646	42.1625	38.7859	39.4048	37.3949
7.59512	14.1747	1.21646	42.0346	39.1129	39.5812	37.6344
8.38823	14.1747	1.21646	41.7848	39.4613	39.7512	37.8363
9.18133	14.1747	1.21646	41.3228	39.6861	39.8725	38.0042
9.97443	14.1747	1.21646	40.4632	39.7949	39.9883	38.1108
10.7675	14.1747	1.21646	38.595	39.7906	39.9493	38.1212
11.5606	14.1747	1.21646	34.9326	39.6956	39.9803	38.0091
12.3537	14.1747	1.21646	29.9095	39.3065	39.9074	37.8376
13.1468	14.1747	1.21646	2.15989	38.1149	39.6984	37.5244
13.94	14.1747	1.21646	-175.679	36.3766	39.2457	37.1226
14.7331	14.1747	1.21646	0	34.4685	38.1518	36.3667
15.5262	14.1747	1.21646	0	31.7116	35.6499	34.6771
16.3193	14.1747	1.21646	0	23.7844	27.8126	27.6972
17.1124	14.1747	1.21646	0	0	0	0
17.9055	14.1747	1.21646	0	0	0	0
-5.08668	14.5083	1.1926	40.0215	0	0	0
-4.29358	14.5083	1.1926	40.4324	0	0	29.9315
-3.50048	14.5083	1.1926	40.8154	0	0	31.1893
-2.70737	14.5083	1.1926	41.1673	0	29.0859	32.055
-1.91427	14.5083	1.1926	41.4747	0	31.8687	32.7705
-1.12117	14.5083	1.1926	41.7295	0	33.8596	33.3868
-0.328064	14.5083	1.1926	41.9415	30.3031	35.1164	33.9381
0.465039	14.5083	1.1926	42.1007	32.7496	35.924	34.4369
1.25814	14.5083	1.1926	42.1995	34.5338	36.5551	34.9048
2.05125	14.5083	1.1926	42.2576	35.6631	37.099	35.3388
2.84435	14.5083	1.1926	42.2905	36.4075	37.5479	35.7464
3.63745	14.5083	1.1926	42.3054	37.0166	37.9718	36.1156
4.43056	14.5083	1.1926	42.3024	37.5224	38.3927	36.4724
5.22366	14.5083	1.1926	42.2753	37.9816	38.7894	36.7461
6.01676	14.5083	1.1926	42.2154	38.3984	39.0765	37.0683
6.80987	14.5083	1.1926	42.1394	38.795	39.4097	37.3319
7.60297	14.5083	1.1926	42.0105	39.1214	39.5841	37.5703
8.39607	14.5083	1.1926	41.7588	39.4675	39.7536	37.771
9.18918	14.5083	1.1926	41.2945	39.6909	39.8734	37.9379
9.98228	14.5083	1.1926	40.4332	39.7984	39.987	38.0436
10.7754	14.5083	1.1926	38.5638	39.7933	39.9481	38.0534
11.5685	14.5083	1.1926	34.7987	39.7	39.9812	37.9415
12.3616	14.5083	1.1926	29.7722	39.3136	39.9079	37.7707
13.1547	14.5083	1.1926	1.34476	38.1277	39.7002	37.4584
13.9478	14.5083	1.1926	-180.704	36.3909	39.2499	37.0573
14.7409	14.5083	1.1926	0	34.4828	38.1617	36.3024
15.534	14.5083	1.1926	0	31.7258	35.6632	34.6136
16.3271	14.5083	1.1926	0	23.7986	27.8273	27.6345
17.1202	14.5083	1.1926	0	0	0	0
17.9133	14.5083	1.1926	0	0	0	0
-5.07857	14.8497	1.16685	40.0067	0	0	0
-4.28546	14.8497	1.16685	40.4168	0	0	29.8699
-3.49236	14.8497	1.16685	40.7991	0	0	31.1269
-2.69926	14.8497	1.16685	41.1499	0	29.1167	31.9906
-1.90615	14.8497	1.16685	41.4559	0	31.8976	32.7046
-1.11305	14.8497	1.16685	41.7091	0	33.8814	33.3198
-0.319946	14.8497	1.16685	41.9199	30.333	35.1319	33.8704
0.473157	14.8497	1.16685	42.0777	32.7773	35.9339	34.3684
1.26626	14.8497	1.16685	42.1753	34.5532	36.5622	34.8356
2.05936	14.8497	1.16685	42.2327	35.6769	37.104	35.269
2.85247	14.8497	1.16685	42.2652	36.4171	37.5521	35.6758
3.64557	14.8497	1.16685	42.2798	37.0238	37.9752	36.0441
4.43867	14.8497	1.16685	42.2763	37.5282	38.3948	36.4001
5.23178	14.8497	1.16685	42.2485	37.9866	38.7908	36.6727
6.02488	14.8497	1.16685	42.1879	38.4028	39.0762	36.9941
6.81798	14.8497	1.16685	42.1112	38.7983	39.409	37.2567
7.61109	14.8497	1.16685	41.9813	39.1242	39.5817	37.4941
8.40419	14.8497	1.16685	41.7278	39.4681	39.7509	37.6938
9.1973	14.8497	1.16685	41.2609	39.6902	39.8693	37.8599
9.9904	14.8497	1.16685	40.398	39.7966	39.9806	37.9648
10.7835	14.8497	1.16685	38.5275	39.791	39.9422	37.9742
11.5766	14.8497	1.16685	34.6583	39.6994	39.9773	37.8625
12.3697	14.8497	1.16685	29.627	39.3161	39.9035	37.6923
13.1628	14.8497	1.16685	0.505721	38.136	39.6972	37.3808
13.9559	14.8497	1.16685	-185.852	36.4007	39.2493	36.9804
14.749	14.8497	1.16685	0	34.4928	38.1671	36.2262
15.5421	14.8497	1.16685	0	31.7357	35.6721	34.5383
16.3352	14.8497	1.16685	0	23.8083	27.8376	27.5599
17.1283	14.8497	1.16685	0	0	0	0
17.9214	14.8497	1.16685	0	0	0	0
-5.07199	15.1991	1.15099	39.9957	0	0	0
-4.27889	15.1991	1.15099	40.4051	0	0	29.8208
-3.48579	15.1991	1.15099	40.7866	0	0	31.0771
-2.69268	15.1991	1.15099	41.1364	0	29.1452	31.9391
-1.89958	15.1991	1.15099	41.4408	0	31.9245	32.6519
-1.10648	15.1991	1.15099	41.6923	0	33.9025	33.2663
-0.313373	15.1991	1.15099	41.9019	30.3608	35.1481	33.8161
0.47973	15.1991	1.15099	42.0579	32.8033	35.9456	34.3135
1.27283	15.1991	1.15099	42.1544	34.5725	36.5717	34.7801
2.06594	15.1991	1.15099	42.2111	35.6916	37.1118	35.2127
2.85904	15.1991	1.15099	42.2431	36.4285	37.5593	35.6188
3.65214	15.1991	1.15099	42.2572	37.0332	37.9816	35.9863
4.44525	15.1991	1.15099	42.2533	37.5366	38.4003	36.3414
5.23835	15.1991	1.15099	42.2249	37.9944	38.7955	36.6129
6.03145	15.1991	1.15099	42.1634	38.41	39.0793	36.9333
6.82456	15.1991	1.15099	42.0861	38.8047	39.4115	37.1949
7.61766	15.1991	1.15099	41.9551	39.13	39.5826	37.4312
8.41076	15.1991	1.15099	41.6997	39.4719	39.7512	37.6299
9.20387	15.1991	1.15099	41.2302	39.6927	39.8683	37.795
9.99697	15.1991	1.15099	40.3654	39.7979	39.9775	37.899
10.7901	15.1991	1.15099	38.4941	39.7914	39.9396	37.9079
11.5832	15.1991	1.15099	34.5199	39.7011	39.9762	37.7964
12.3763	15.1991	1.15099	29.4818	39.3202	39.902	37.6268
13.1694	15.1991	1.15099	-0.349605	38.1448	39.6967	37.3162
13.9625	15.1991	1.15099	-191.117	36.4107	39.2508	36.9165
14.7556	15.1991	1.15099	0	34.5029	38.1735	36.1632
15.5487	15.1991	1.15099	0	31.7457	35.6814	34.4761
16.3418	15.1991	1.15099	0	23.8183	27.848	27.4984
17.1349	15.1991	1.15099	0	0	0	0
17.928	15.1991	1.15099	0	0	0	0
-5.06456	15.5568	1.12929	39.976	0	0	0
-4.27146	15.5568	1.12929	40.3847	0	0	29.7511
-3.47835	15.5568	1.12929	40.7655	0	0	31.0066
-2.68525	15.5568	1.12929	41.1143	0	29.1677	31.867
-1.89215	15.5568	1.12929	41.4173	0	31.9452	32.5786
-1.09904	15.5568	1.12929	41.6673	0	33.9166	33.1921
-0.305938	15.5568	1.12929	41.876	30.3824	35.1567	33.7412
0.487165	15.5568	1.12929	42.0307	32.8229	35.9493	34.238
1.28027	15.5568	1.12929	42.1262	34.5845	36.5732	34.704
2.07337	15.5568	1.12929	42.1822	35.6986	37.1114	35.136
2.86648	15.5568	1.12929	42.2138	36.432	37.5584	35.5414
3.65958	15.5568	1.12929	42.2275	37.0347	37.9799	35.9082
4.45268	15.5568	1.12929	42.2231	37.5369	38.3974	36.2625
5.24579	15.5568	1.12929	42.194	37.9941	38.7919	36.5332
6.03889	15.5568	1.12929	42.1317	38.4091	39.0742	36.8528
6.83199	15.5568	1.12929	42.0537	38.8028	39.406	37.1134
7.6251	15.5568	1.12929	41.9216	39.1278	39.5758	37.3489
8.4182	15.5568	1.12929	41.6641	39.4678	39.7441	37.5468
9.2113	15.5568	1.12929	41.192	39.6873	39.8599	37.7111
10.0044	15.5568	1.12929	40.3253	39.7917	39.9668	37.8145
10.7975	15.5568	1.12929	38.4533	39.7847	39.9298	37.823
11.5906	15.5568	1.12929	34.3738	39.6958	39.9681	37.7118
12.3837	15.5568	1.12929	29.3262	39.3178	39.8934	37.5427
13.1768	15.5568	1.12929	-1.23203	38.1478	39.6893	37.2328
13.9699	15.5568	1.12929	-196.514	36.4151	39.2454	36.8336
14.763	15.5568	1.12929	0	34.5074	38.1739	36.0812
15.5561	15.5568	1.12929	0	31.7502	35.6852	34.3947
16.3492	15.5568	1.12929	0	23.8228	27.853	27.4178
17.1423	15.5568	1.12929	0	0	0	0
17.9354	15.5568	1.12929	0	0	0	0
-5.05908	15.9228	1.11995	39.9639	0	0	0
-4.26597	15.9228	1.11995	40.372	0	0	29.7031
-3.47287	15.9228	1.11995	40.7521	0	0	30.958
-2.67976	15.9228	1.11995	41.0998	0	29.1906	31.8172
-1.88666	15.9228	1.11995	41.4013	0	31.9668	32.5278
-1.09356	15.9228	1.11995	41.6496	0	33.9333	33.1405
-0.300454	15.9228	1.11995	41.8571	30.4047	35.1693	33.6891
0.492649	15.9228	1.11995	42.01	32.8436	35.9584	34.1853
1.28575	15.9228	1.11995	42.1044	34.5996	36.5806	34.6507
2.07886	15.9228	1.11995	42.1597	35.71	37.1174	35.0821
2.87196	15.9228	1.11995	42.1908	36.4408	37.564	35.4869
3.66506	15.9228	1.11995	42.2041	37.042	37.9849	35.8528
4.45817	15.9228	1.11995	42.1992	37.5434	38.4015	36.2063
5.25127	15.9228	1.11995	42.1694	38.0002	38.7952	36.4758
6.04437	15.9228	1.11995	42.1062	38.4147	39.0762	36.7945
6.83748	15.9228	1.11995	42.0275	38.8076	39.4072	37.0541
7.63058	15.9228	1.11995	41.8942	39.1322	39.5755	37.2886
8.42368	15.9228	1.11995	41.6346	39.4703	39.7432	37.4854
9.21679	15.9228	1.11995	41.1597	39.6885	39.8577	37.6488
10.0099	15.9228	1.11995	40.2909	39.7916	39.9627	37.7513
10.803	15.9228	1.11995	38.4185	39.7839	39.9265	37.7593
11.5961	15.9228	1.11995	34.2341	39.6957	39.9659	37.6482
12.3892	15.9228	1.11995	29.1736	39.3198	39.8907	37.4797
13.1823	15.9228	1.11995	-2.12858	38.1538	39.6876	37.1707
13.9754	15.9228	1.11995	-202.03	36.422	39.2452	36.7722
14.7685	15.9228	1.11995	0	34.5145	38.1779	36.0207
15.5616	15.9228	1.11995	0	31.7571	35.6916	34.335
16.3547	15.9228	1.11995	0	23.8298	27.8603	27.3588
17.1478	15.9228	1.11995	0	0	0	0
17.9409	15.9228	1.11995	0	0	0	0
-5.05224	16.2975	1.10153	39.9403	0	0	0
-4.25914	16.2975	1.10153	40.3477	0	0	29.6269
-3.46603	16.2975	1.10153	40.7271	0	0	30.8812
-2.67293	16.2975	1.10153	41.0739	0	29.2063	31.7391
-1.87982	16.2975	1.10153	41.374	0	31.9809	32.4487
-1.08672	16.2975	1.10153	41.621	0	33.9412	33.0606
-0.293618	16.2975	1.10153	41.8276	30.4197	35.1722	33.6085
0.499486	16.2975	1.10153	41.9792	32.8567	35.9571	34.1042
1.29259	16.2975	1.10153	42.0726	34.6056	36.5775	34.5691
2.08569	16.2975	1.10153	42.1274	35.7115	37.1127	35
2.8788	16.2975	1.10153	42.158	36.4393	37.5588	35.4041
3.6719	16.2975	1.10153	42.1709	37.0388	37.979	35.7694
4.465	16.2975	1.10153	42.1656	37.5392	38.3945	36.1222
5.25811	16.2975	1.10153	42.1351	37.9955	38.7875	36.3909
6.05121	16.2975	1.10153	42.0711	38.4095	39.0672	36.7089
6.84431	16.2975	1.10153	41.9915	38.8016	39.3978	36.9677
7.63742	16.2975	1.10153	41.857	39.1258	39.565	37.2014
8.43052	16.2975	1.10153	41.5952	39.4622	39.7324	37.3974
9.22362	16.2975	1.10153	41.1173	39.6792	39.8456	37.5602
10.0167	16.2975	1.10153	40.2464	39.7816	39.9485	37.6621
10.8098	16.2975	1.10153	38.3735	39.7735	39.9136	37.6697
11.6029	16.2975	1.10153	34.0858	39.6865	39.9542	37.5589
12.396	16.2975	1.10153	29.008	39.3133	39.8785	37.3909
13.1891	16.2975	1.10153	-3.05567	38.1523	39.6764	37.0826
13.9822	16.2975	1.10153	-207.686	36.4218	39.2359	36.6846
14.7753	16.2975	1.10153	0	34.5144	38.174	35.9338
15.5685	16.2975	1.10153	0	31.757	35.6909	34.2488
16.3616	16.2975	1.10153	0	23.8297	27.8607	27.2733
17.1547	16.2975	1.10153	0	0	0	0
17.9478	16.2975	1.10153	0	0	0	0
-5.0472	16.681	1.0944	39.9248	0	0	0
-4.25409	16.681	1.0944	40.3315	0	0	29.5731
-3.46099	16.681	1.0944	40.7102	0	0	30.8269
-2.66789	16.681	1.0944	41.056	0	29.2236	31.6838
-1.87478	16.681	1.0944	41.3546	0	31.997	32.3925
-1.08168	16.681	1.0944	41.6	0	33.9527	33.0039
-0.288575	16.681	1.0944	41.8054	30.4364	35.18	33.5512
0.504528	16.681	1.0944	41.9554	32.872	35.9619	34.0463
1.29763	16.681	1.0944	42.0477	34.6158	36.5809	34.5107
2.09073	16.681	1.0944	42.1017	35.7183	37.1149	34.9411
2.88384	16.681	1.0944	42.1319	36.444	37.5607	35.3446
3.67694	16.681	1.0944	42.1444	37.0421	37.9803	35.709
4.47005	16.681	1.0944	42.1386	37.5418	38.395	36.061
5.26315	16.681	1.0944	42.1074	37.9978	38.7873	36.3287
6.05625	16.681	1.0944	42.0425	38.4113	39.0658	36.6458
6.84936	16.681	1.0944	41.9621	38.8027	39.3956	36.9037
7.64246	16.681	1.0944	41.8263	39.1265	39.5615	37.1363
8.43556	16.681	1.0944	41.5622	39.4612	39.7282	37.3314
9.22867	16.681	1.0944	41.0812	39.677	39.8402	37.4932
10.0218	16.681	1.0944	40.2081	39.7783	39.9413	37.5944
10.8149	16.681	1.0944	38.3348	39.7694	39.9073	37.6015
11.608	16.681	1.0944	33.9464	39.683	39.9489	37.4908
12.4011	16.681	1.0944	28.8456	39.3118	39.8726	37.3234
13.1942	16.681	1.0944	-3.99748	38.1544	39.6714	37.0159
13.9873	16.681	1.0944	-213.468	36.4248	39.2321	36.6186
14.7804	16.681	1.0944	0	34.5175	38.1743	35.8687
15.5735	16.681	1.0944	0	31.76	35.6935	34.1845
16.3666	16.681	1.0944	0	23.8327	27.8641	27.2097
17.1597	16.681	1.0944	0	0	0	0
17.9528	16.681	1.0944	0	0	0	0
-5.04186	17.0735	1.085	39.9045	0	0	0
-4.24875	17.0735	1.085	40.3106	0	0	29.5085
-3.45565	17.0735	1.085	40.6886	0	0	30.7618
-2.66255	17.0735	1.085	41.0334	0	29.2369	31.6176
-1.86944	17.0735	1.085	41.3306	0	32.0089	32.3256
-1.07634	17.0735	1.085	41.5744	0	33.9598	32.9363
-0.283237	17.0735	1.085	41.7788	30.4492	35.1833	33.4831
0.509866	17.0735	1.085	41.9273	32.8832	35.9621	33.9777
1.30297	17.0735	1.085	42.0186	34.6215	36.5797	34.4416
2.09607	17.0735	1.085	42.072	35.7205	37.1124	34.8714
2.88918	17.0735	1.085	42.1017	36.4439	37.5579	35.2743
3.68228	17.0735	1.085	42.1138	37.0408	37.9769	35.6381
4.47538	17.0735	1.085	42.1075	37.5398	38.3908	35.9893
5.26849	17.0735	1.085	42.0756	37.9954	38.7823	36.2561
6.06159	17.0735	1.085	42.0098	38.4086	39.0597	36.5724
6.85469	17.0735	1.085	41.9285	38.7992	39.3889	36.8293
7.6478	17.0735	1.085	41.7913	39.1227	39.5537	37.0611
8.4409	17.0735	1.085	41.5249	39.4558	39.7198	37.2553
9.234	17.0735	1.085	41.0406	39.6703	39.8305	37.4164
10.0271	17.0735	1.085	40.1651	39.7706	39.9298	37.5168
10.8202	17.0735	1.085	38.2916	39.7611	39.8971	37.5235
11.6133	17.0735	1.085	33.8063	39.6754	39.9394	37.413
12.4064	17.0735	1.085	28.6755	39.3064	39.8626	37.2462
13.1995	17.0735	1.085	-4.96525	38.1529	39.6623	36.9394
13.9926	17.0735	1.085	-219.39	36.4242	39.2244	36.5427
14.7857	17.0735	1.085	0	34.517	38.1709	35.7936
15.5788	17.0735	1.085	0	31.7595	35.6925	34.1101
16.3719	17.0735	1.085	0	23.8323	27.864	27.136
17.165	17.0735	1.085	0	0	0	0
17.9581	17.0735	1.085	0	0	0	0
-5.03673	17.4753	1.07661	39.8828	0	0	0
-4.24363	17.4753	1.07661	40.2883	0	0	29.4416
-3.45052	17.4753	1.07661	40.6656	0	0	30.6945
-2.65742	17.4753	1.07661	41.0094	0	29.2478	31.5494
-1.86432	17.4753	1.07661	41.3052	0	32.0186	32.2566
-1.07121	17.4753	1.07661	41.5475	0	33.9648	32.8667
-0.278109	17.4753	1.07661	41.7508	30.4595	35.1847	33.413
0.514994	17.4753	1.07661	41.8978	32.8921	35.9605	33.9071
1.3081	17.4753	1.07661	41.9881	34.6251	36.5768	34.3706
2.1012	17.4753	1.07661	42.0409	35.7207	37.1084	34.7998
2.8943	17.4753	1.07661	42.0702	36.4422	37.5536	35.2022
3.68741	17.4753	1.07661	42.0819	37.0378	37.9721	35.5652
4.48051	17.4753	1.07661	42.075	37.5362	38.3851	35.9157
5.27361	17.4753	1.07661	42.0425	37.9914	38.7759	36.1816
6.06672	17.4753	1.07661	41.9757	38.4042	39.0522	36.4971
6.85982	17.4753	1.07661	41.8935	38.7941	39.3806	36.7531
7.65293	17.4753	1.07661	41.755	39.1173	39.5445	36.9841
8.44603	17.4753	1.07661	41.4861	39.4488	39.7099	37.1773
9.23913	17.4753	1.07661	40.9983	39.6621	39.8194	37.3376
10.0322	17.4753	1.07661	40.1203	39.7616	39.917	37.4373
10.8253	17.4753	1.07661	38.2466	39.7514	39.8855	37.4436
11.6184	17.4753	1.07661	33.6699	39.6663	39.9286	37.3334
12.4115	17.4753	1.07661	28.5005	39.2994	39.8513	37.1671
13.2046	17.4753	1.07661	-5.95671	38.1496	39.6517	36.8611
13.9978	17.4753	1.07661	-225.452	36.4219	39.2151	36.465
14.7909	17.4753	1.07661	0	34.5148	38.1659	35.7166
15.584	17.4753	1.07661	0	31.7573	35.6899	34.0339
16.3771	17.4753	1.07661	0	23.8301	27.8622	27.0604
17.1702	17.4753	1.07661	0	0	0	0
17.9633	17.4753	1.07661	0	0	0	0
-5.0318	17.8865	1.06917	39.8597	0	0	0
-4.2387	17.8865	1.06917	40.2646	0	0	29.3726
-3.4456	17.8865	1.06917	40.6413	0	0	30.6251
-2.65249	17.8865	1.06917	40.9841	0	29.2565	31.4791
-1.85939	17.8865	1.06917	41.2784	0	32.0261	32.1856
-1.06629	17.8865	1.06917	41.5192	0	33.9678	32.7952
-0.273184	17.8865	1.06917	41.7215	30.4677	35.1842	33.341
0.519919	17.8865	1.06917	41.8671	32.8988	35.9573	33.8346
1.31302	17.8865	1.06917	41.9564	34.6268	36.5724	34.2976
2.10613	17.8865	1.06917	42.0085	35.7192	37.1029	34.7263
2.89923	17.8865	1.06917	42.0374	36.4388	37.5479	35.1281
3.69233	17.8865	1.06917	42.0487	37.0332	37.9658	35.4905
4.48544	17.8865	1.06917	42.0414	37.531	38.3779	35.8403
5.27854	17.8865	1.06917	42.0081	37.986	38.768	36.1053
6.07164	17.8865	1.06917	41.9404	38.3984	39.0433	36.42
6.86475	17.8865	1.06917	41.8573	38.7875	39.3711	36.6752
7.65785	17.8865	1.06917	41.7172	39.1105	39.5339	36.9052
8.45095	17.8865	1.06917	41.4458	39.4405	39.6988	37.0976
9.24406	17.8865	1.06917	40.9544	39.6526	39.807	37.2571
10.0372	17.8865	1.06917	40.0737	39.7511	39.9029	37.3562
10.8303	17.8865	1.06917	38.1998	39.7403	39.8728	37.3621
11.6234	17.8865	1.06917	33.5387	39.6558	39.9165	37.252
12.4165	17.8865	1.06917	28.3206	39.2909	39.8386	37.0862
13.2096	17.8865	1.06917	-6.97231	38.1448	39.6398	36.781
14.0027	17.8865	1.06917	-231.657	36.4179	39.2044	36.3855
14.7958	17.8865	1.06917	0	34.5109	38.1593	35.6379
15.5889	17.8865	1.06917	0	31.7534	35.6856	33.9559
16.382	17.8865	1.06917	0	23.8262	27.8587	26.9831
17.1751	17.8865	1.06917	0	0	0	0
17.9682	17.8865	1.06917	0	0	0	0
-5.0275	18.3074	1.06544	39.8389	0	0	0
-4.23439	18.3074	1.06544	40.2431	0	0	29.31
-3.44129	18.3074	1.06544	40.6191	0	0	30.5621
-2.64819	18.3074	1.06544	40.9609	0	29.2651	31.4154
-1.85508	18.3074	1.06544	41.2538	0	32.0336	32.1213
-1.06198	18.3074	1.06544	41.4929	0	33.9713	32.7303
-0.268876	18.3074	1.06544	41.6941	30.4759	35.1847	33.2757
0.524227	18.3074	1.06544	41.8381	32.9057	35.9555	33.7689
1.31733	18.3074	1.06544	41.9264	34.6293	36.5696	34.2314
2.11043	18.3074	1.06544	41.9779	35.7188	37.0991	34.6596
2.90354	18.3074	1.06544	42.0063	36.4368	37.5439	35.0608
3.69664	18.3074	1.06544	42.0172	37.0303	37.9613	35.4224
4.48974	18.3074	1.06544	42.0094	37.5275	38.3727	35.7714
5.28285	18.3074	1.06544	41.9754	37.9822	38.7621	36.0355
6.07595	18.3074	1.06544	41.9068	38.3943	39.0363	36.3494
6.86905	18.3074	1.06544	41.8226	38.7828	39.3633	36.6036
7.66216	18.3074	1.06544	41.6811	39.1054	39.5251	36.8327
8.45526	18.3074	1.06544	41.407	39.434	39.6892	37.0242
9.24836	18.3074	1.06544	40.9118	39.6448	39.7963	37.1828
10.0415	18.3074	1.06544	40.0283	39.7423	39.8906	37.2811
10.8346	18.3074	1.06544	38.1541	39.7308	39.8617	37.2865
11.6277	18.3074	1.06544	33.417	39.6465	39.9058	37.1767
12.4208	18.3074	1.06544	28.1386	39.2835	39.8274	37.0115
13.2139	18.3074	1.06544	-8.0097	38.1405	39.6294	36.707
14.007	18.3074	1.06544	-238.006	36.4143	39.195	36.3121
14.8001	18.3074	1.06544	0	34.5075	38.1536	35.5654
15.5932	18.3074	1.06544	0	31.7499	35.6818	33.8842
16.3863	18.3074	1.06544	0	23.8228	27.8556	26.9121
17.1794	18.3074	1.06544	0	0	0	0
17.9725	18.3074	1.06544	0	0	0	0
-5.02294	18.7382	1.05966	39.8134	0	0	0
-4.22983	18.7382	1.05966	40.2171	0	0	29.2373
-3.43673	18.7382	1.05966	40.5924	0	0	30.4891
-2.64363	18.7382	1.05966	40.9332	0	29.2698	31.3416
-1.85052	18.7382	1.05966	41.2247	0	32.0372	32.0468
-1.05742	18.7382	1.05966	41.4623	0	33.9707	32.6554
-0.264318	18.7382	1.05966	41.6624	30.4801	35.1809	33.2003
0.528786	18.7382	1.05966	41.8051	32.9085	35.9492	33.693
1.32189	18.7382	1.05966	41.8923	34.6275	36.5623	34.1551
2.11499	18.7382	1.05966	41.9432	35.7141	37.0909	34.5828
2.9081	18.7382	1.05966	41.9712	36.4304	37.5354	34.9835
3.7012	18.7382	1.05966	41.9817	37.0229	37.9524	35.3444
4.4943	18.7382	1.05966	41.9734	37.5195	38.363	35.6927
5.28741	18.7382	1.05966	41.9387	37.974	38.7517	35.9559
6.08051	18.7382	1.05966	41.8692	38.3858	39.0249	36.269
6.87361	18.7382	1.05966	41.784	38.7736	39.3512	36.5223
7.66672	18.7382	1.05966	41.6409	39.096	39.5121	36.7506
8.45982	18.7382	1.05966	41.364	39.4231	39.6756	36.9412
9.25292	18.7382	1.05966	40.8648	39.6328	39.7814	37.0992
10.046	18.7382	1.05966	39.9783	39.7294	39.8741	37.1968
10.8391	18.7382	1.05966	38.104	39.7172	39.8467	37.2018
11.6322	18.7382	1.05966	33.3	39.6334	39.8912	37.0922
12.4253	18.7382	1.05966	27.9488	39.2723	39.8123	36.9275
13.2184	18.7382	1.05966	-9.07503	38.1326	39.615	36.6238
14.0115	18.7382	1.05966	-244.509	36.4073	39.1817	36.2294
14.8046	18.7382	1.05966	0	34.5005	38.1442	35.4836
15.5978	18.7382	1.05966	0	31.743	35.6746	33.8031
16.3909	18.7382	1.05966	0	23.8159	27.849	26.8316
17.184	18.7382	1.05966	0	0	0	0
17.9771	18.7382	1.05966	0	0	0	0
-5.01895	19.1791	1.05735	39.7903	0	0	0
-4.22585	19.1791	1.05735	40.1934	0	0	29.1713
-3.43275	19.1791	1.05735	40.568	0	0	30.4227
-2.63964	19.1791	1.05735	40.9078	0	29.2748	31.2745
-1.84654	19.1791	1.05735	41.1978	0	32.0412	31.9792
-1.05344	19.1791	1.05735	41.4338	0	33.971	32.5873
-0.260332	19.1791	1.05735	41.6327	30.4847	35.1784	33.1317
0.532772	19.1791	1.05735	41.7739	32.9119	35.9447	33.624
1.32588	19.1791	1.05735	41.8601	34.6267	36.5569	34.0856
2.11898	19.1791	1.05735	41.9104	35.7108	37.0846	34.5129
2.91208	19.1791	1.05735	41.9379	36.4256	37.529	34.913
3.70519	19.1791	1.05735	41.9481	37.0173	37.9455	35.2732
4.49829	19.1791	1.05735	41.9393	37.5134	38.3554	35.6207
5.29139	19.1791	1.05735	41.9039	37.9677	38.7433	35.883
6.0845	19.1791	1.05735	41.8334	38.3792	39.0156	36.1952
6.8776	19.1791	1.05735	41.7472	38.7664	39.3411	36.4476
